,source,interaction,target
97901,PRICKLE3_S502,1,PRICKLE3
97911,SMARCA5_S66,1,SMARCA5
97921,SPAG9_T586,1,SPAG9
97931,SPAG9_T1264,1,SPAG9
97941,ADCY9_S610,1,ADCY9
97951,SORBS3_T562,1,SORBS3
97961,SORBS3_S563,1,SORBS3
97971,EIF5B_S1168,1,EIF5B
97981,BRD4_S470,1,BRD4
97991,NBN_S432,1,NBN
98011,ANKRD17_S2044,1,ANKRD17
98021,ANKRD17_S2042,1,ANKRD17
98031,ANKRD17_S2401,1,ANKRD17
98041,ANKRD17_S2045,1,ANKRD17
98051,ZNF217_S407,1,ZNF217
98061,ZNF217_S795,1,ZNF217
98071,NCOR1_S158,1,NCOR1
98081,NCOR1_S1977,1,NCOR1
98091,NCOR1_S172,1,NCOR1
98101,NCOR1_S2120,1,NCOR1
98111,NCOR1_S2184,1,NCOR1
98121,DEAF1_S176,1,DEAF1
98131,SAP30_S138,1,SAP30
98141,NR1I2_S200,1,NR1I2
98151,NR1I2_T135,1,NR1I2
98161,NR1I2_T174,1,NR1I2
98171,NR1I2_S350,1,NR1I2
98181,NR1I2_S389,1,NR1I2
98191,NR1I2_S153,1,NR1I2
98201,NR1I2_S114,1,NR1I2
98211,NR1I2_T133,1,NR1I2
98221,NR1I2_S167,1,NR1I2
98231,NR1I2_T172,1,NR1I2
98241,NR1I2_S239,1,NR1I2
98251,NR1I2_S206,1,NR1I2
98261,SF3B1_T248,1,SF3B1
98271,SF3B1_T426,1,SF3B1
98281,SF3B1_T432,1,SF3B1
98291,SF3B1_T436,1,SF3B1
98301,SF3B1_T244,1,SF3B1
98311,SF3B1_S259,1,SF3B1
98321,SF3B1_T267,1,SF3B1
98341,SF3B1_T211,1,SF3B1
98351,SF3B1_T313,1,SF3B1
98361,SF3B1_T434,1,SF3B1
98371,SF3B1_T142,1,SF3B1
98381,SF3B1_T261,1,SF3B1
98411,ERAL1_S173,1,ERAL1
98421,RPS6KA4_S347,1,RPS6KA4
98431,RPS6KA4_S343,1,RPS6KA4
98451,CCNK_S324,1,CCNK
98471,MTA2_T438,1,MTA2
98481,MTA2_T439,1,MTA2
98491,MTA2_S440,1,MTA2
98501,MTA2_S435,1,MTA2
98511,SCAF4_S154,1,SCAF4
98521,UBE4B_S31,1,UBE4B
98541,SNAPIN_S133,1,SNAPIN
98551,SEC24B_S1224,1,SEC24B
98561,FGFR1OP_S156,1,FGFR1OP
98571,AP2A1_T653,1,AP2A1
98601,FOS_T331,1,FOS
98611,MYC_S62,1,MYC
98621,CRYAB_S19,1,CRYAB
98631,CRYAB_S45,1,CRYAB
98691,ESR1_S294,1,ESR1
98731,MYCN_T58,1,MYCN
98741,MYCN_S62,1,MYCN
98771,TP53_S314,1,TP53
98801,JUN_T93,1,JUN
98811,JUN_T239,1,JUN
98841,RB1_S230,1,RB1
98901,RB1_S567,1,RB1
98941,PGR_T430,1,PGR
98951,PGR_S162,1,PGR
98961,PGR_S554,1,PGR
98971,PGR_S294,1,PGR
98981,PGR_S25,1,PGR
98991,PGR_S676,1,PGR
99001,PGR_S20,1,PGR
99011,PGR_S400,1,PGR
99021,PGR_S213,1,PGR
99031,PGR_S190,1,PGR
99051,NPM1_S125,1,NPM1
99081,SP1_S59,1,SP1
99101,NFIC_S339,1,NFIC
99111,NFIC_S333,1,NFIC
99141,POLA1_S209,1,POLA1
99151,MYBL2_T518,1,MYBL2
99161,MYBL2_S577,1,MYBL2
99171,MYBL2_T405,1,MYBL2
99181,MYBL2_T444,1,MYBL2
99191,MYBL2_T494,1,MYBL2
99211,MYBL2_S283,1,MYBL2
99221,MYBL2_S452,1,MYBL2
99231,MYBL2_T520,1,MYBL2
99241,MYBL2_T266,1,MYBL2
99251,MYBL2_S581,1,MYBL2
99261,MYBL2_T440,1,MYBL2
99271,MYBL2_S393,1,MYBL2
99281,MYBL2_T515,1,MYBL2
99291,AR_S96,1,AR
99461,PRKAR1A_T209,1,PRKAR1A
99471,MAP2_S1539,1,MAP2
99481,MAP2_T1609,1,MAP2
99491,BCR_S459,1,BCR
99501,NEFH_S769,1,NEFH
99511,IMPDH2_S122,1,IMPDH2
99521,TPR_S1676,1,TPR
99531,TPR_S1679,1,TPR
99541,TPR_T1677,1,TPR
99581,XRCC6_T455,1,XRCC6
99591,UNG_S12,1,UNG
99601,UNG_T60,1,UNG
99611,EEF2_T435,1,EEF2
99621,EEF2_S595,1,EEF2
99631,NCF1_S345,1,NCF1
99641,POU2F1_S292,1,POU2F1
99651,POU2F1_T293,1,POU2F1
99661,ETS2_T72,1,ETS2
99691,ATF2_T116,1,ATF2
99701,FOSL2_S200,1,FOSL2
99731,TCF3_T355,1,TCF3
99771,MGMT_S201,1,MGMT
99801,YBX3_S34,1,YBX3
99851,UBTF_S389,1,UBTF
99861,SYN1_S427,1,SYN1
99871,SYN1_S67,1,SYN1
99881,SYN1_S438,1,SYN1
99901,SYN1_S553,1,SYN1
99911,CEBPB_T235,1,CEBPB
99921,CEBPB_S76,1,CEBPB
99981,LIG1_S91,1,LIG1
100011,XRCC1_S226,1,XRCC1
100021,XRCC1_S229,1,XRCC1
100061,ELK1_S389,1,ELK1
100081,SLC9A1_S723,1,SLC9A1
100091,RXRA_S260,1,RXRA
100101,CCNA2_S154,1,CCNA2
100121,NR1D1_S23,1,NR1D1
100151,CAST_S243,1,CAST
100171,CCNO_S81,1,CCNO
100181,TUBG1_S80,1,TUBG1
100201,RPS3_T236,1,RPS3
100251,NFYA_S291,1,NFYA
100261,NFYA_S320,1,NFYA
100271,NFYA_S297,1,NFYA
100281,NFYA_S326,1,NFYA
100291,EIF4B_S504,1,EIF4B
100311,GATA3_T156,1,GATA3
100331,CCNE1_S399,1,CCNE1
100341,CCNE1_S384,1,CCNE1
100351,CCNE1_T395,1,CCNE1
100361,CCNE1_S387,1,CCNE1
100371,CCNE1_T380,1,CCNE1
100381,POLR2A_T1885,1,POLR2A
100391,POLR2A_T1884,1,POLR2A
100411,POLR2A_S1917,1,POLR2A
100421,POLR2A_S1882,1,POLR2A
100431,POLR2A_T1915,1,POLR2A
100451,CDK2_Y19,1,CDK2
100461,APC_S1360,1,APC
100471,GRK2_S670,1,GRK2
100481,MCM3_T767,1,MCM3
100491,MCM3_T722,1,MCM3
100501,BRD2_S298,1,BRD2
100511,BRD2_S301,1,BRD2
100531,PSMA5_S56,1,PSMA5
100541,ELK4_T194,1,ELK4
100551,ELK4_S387,1,ELK4
100561,ERCC5_T338,1,ERCC5
100571,ERCC5_S526,1,ERCC5
100581,ERCC5_S341,1,ERCC5
100701,RBL1_S762,1,RBL1
100721,RBL1_S1009,1,RBL1
100731,ARID4A_S1140,1,ARID4A
100741,ARID4A_T1124,1,ARID4A
100751,ARID4A_S1007,1,ARID4A
100761,ARID4A_S1145,1,ARID4A
100771,ARID4A_S864,1,ARID4A
100801,MARCKS_S135,1,MARCKS
100831,MARCKS_T150,1,MARCKS
100841,MARCKS_S147,1,MARCKS
100871,MARCKS_S132,1,MARCKS
100881,MARCKS_T133,1,MARCKS
100891,RPL12_S38,1,RPL12
100951,CDC25A_S263,1,CDC25A
100971,MAPK4_S196,1,MAPK4
101011,HNRNPH1_S104,1,HNRNPH1
101021,PYCR1_S303,1,PYCR1
101031,PYCR1_S301,1,PYCR1
101051,TTK_T468,1,TTK
101061,MCM4_T53,1,MCM4
101081,MCM4_S3,1,MCM4
101151,GTF2F1_T445,1,GTF2F1
101161,GTF2F1_T446,1,GTF2F1
101171,GTF2F1_T389,1,GTF2F1
101191,ADD1_T645,1,ADD1
101201,ADD1_S644,1,ADD1
101211,ADD1_S358,1,ADD1
101221,DDIT3_S79,1,DDIT3
101231,RBMX_S208,1,RBMX
101241,BRCA1_T926,1,BRCA1
101251,BRCA1_S1450,1,BRCA1
101261,BRCA1_S1201,1,BRCA1
101281,BRCA1_S355,1,BRCA1
101301,BRCA1_T967,1,BRCA1
101311,BRCA1_T671,1,BRCA1
101321,BRCA1_S393,1,BRCA1
101331,BRCA1_S1456,1,BRCA1
101341,BRCA1_S314,1,BRCA1
101351,BRCA1_S353,1,BRCA1
101411,KDM5C_S1359,1,KDM5C
101421,ELK3_S363,1,ELK3
101431,RPS27_S27,1,RPS27
101441,USP5_T623,1,USP5
101451,MKI67_S1376,1,MKI67
101461,MKI67_S357,1,MKI67
101491,ATRX_S34,1,ATRX
101501,BAG6_S1117,1,BAG6
101511,CDKN1B_S10,1,CDKN1B
101521,CDKN1B_T187,1,CDKN1B
101531,MAP1B_S1438,1,MAP1B
101541,MAP1B_S1247,1,MAP1B
101551,PLA2G4A_S505,1,PLA2G4A
101581,PRRC2A_S1219,1,PRRC2A
101591,PRRC2A_T1353,1,PRRC2A
101601,PRRC2A_T610,1,PRRC2A
101631,MAPKAPK2_T25,1,MAPKAPK2
101671,CENPA_S19,1,CENPA
101681,CENPF_T154,1,CENPF
101691,CENPF_S156,1,CENPF
101731,PCYT1A_S343,1,PCYT1A
101741,PCYT1A_S329,1,PCYT1A
101751,PCYT1A_S315,1,PCYT1A
101841,NUP153_T388,1,NUP153
101851,NUP153_S386,1,NUP153
101861,RANBP2_S2510,1,RANBP2
101891,GMPS_S313,1,GMPS
101971,CDK9_S90,1,CDK9
101991,MECP2_S80,1,MECP2
102001,ALDH5A1_T181,1,ALDH5A1
102011,STAT5B_S731,1,STAT5B
102021,AFF1_S588,1,AFF1
102031,MSH6_S830,1,MSH6
102071,ACLY_T447,1,ACLY
102081,MAPK12_S3,1,MAPK12
102091,RCAN1_S112,1,RCAN1
102101,BLM_S175,1,BLM
102111,HIRA_T588,1,HIRA
102121,HIRA_T586,1,HIRA
102131,HIRA_S687,1,HIRA
102141,HIRA_S584,1,HIRA
102151,HIRA_T583,1,HIRA
102161,HIRA_T555,1,HIRA
102171,ATN1_S101,1,ATN1
102181,AFDN_T1335,1,AFDN
102191,AFDN_T1352,1,AFDN
102231,HNRNPH2_S104,1,HNRNPH2
102241,EIF3B_S85,1,EIF3B
102251,NUP107_S10,1,NUP107
102261,NUP107_S11,1,NUP107
102271,STXBP1_T574,1,STXBP1
102311,PPP1CB_T316,1,PPP1CB
102321,BTG1_S159,1,BTG1
102331,RPL11_T47,1,RPL11
102341,TRA2B_S264,1,TRA2B
102401,RNF4_T26,1,RNF4
102411,RNF4_T112,1,RNF4
102431,GTF2I_T556,1,GTF2I
102441,GTF2I_T558,1,GTF2I
102521,DAB2_S401,1,DAB2
102531,DAB2_S227,1,DAB2
102541,TFAM_T122,1,TFAM
102551,TFAM_S124,1,TFAM
102561,CDK16_S138,1,CDK16
102581,CDK16_S212,1,CDK16
102611,HSF1_S363,1,HSF1
102621,MDM2_T216,1,MDM2
102631,SPTBN1_S2169,1,SPTBN1
102641,SPTBN1_S2102,1,SPTBN1
102661,SRSF2_S190,1,SRSF2
102701,RUNX1_T14,1,RUNX1
102781,ANK2_S309,1,ANK2
102791,TFAP4_S124,1,TFAP4
102811,ID3_S5,1,ID3
102821,HIST1H1A_T152,1,HIST1H1A
102841,KMT2A_S2866,1,KMT2A
102851,LMNB2_S37,1,LMNB2
102861,LMNB2_T39,1,LMNB2
102871,UBXN1_S200,1,UBXN1
102881,UBXN1_S202,1,UBXN1
102891,UBXN1_S199,1,UBXN1
102901,EIF4G1_T654,1,EIF4G1
102911,EIF4G1_T647,1,EIF4G1
102921,NOTCH2_S2070,1,NOTCH2
102931,TLE3_S286,1,TLE3
102941,TLE3_S263,1,TLE3
102951,DNM1_S774,1,DNM1
102961,PTPN12_S19,1,PTPN12
102971,ZBTB16_S197,1,ZBTB16
102981,ZBTB16_T282,1,ZBTB16
102991,SRSF11_S209,1,SRSF11
103001,SRSF11_S207,1,SRSF11
103011,CALD1_S462,1,CALD1
103071,MCL1_S121,1,MCL1
103091,MCL1_T70,1,MCL1
103111,MCL1_T163,1,MCL1
103121,PPARA_S12,1,PPARA
103131,SOS1_S1210,1,SOS1
103171,DMTN_S92,1,DMTN
103181,DMTN_S87,1,DMTN
103191,DMTN_S156,1,DMTN
103271,RBL2_S973,1,RBL2
103361,RBL2_S952,1,RBL2
103371,RBL2_S982,1,RBL2
103391,RBL2_S966,1,RBL2
103401,INCA1_T182,1,INCA1
103411,INCA1_S23,1,INCA1
103421,INCA1_S191,1,INCA1
103431,FOXO1_S298,1,FOXO1
103451,GTF3C1_S1653,1,GTF3C1
103461,TFCP2_S291,1,TFCP2
103471,TFCP2_S289,1,TFCP2
103481,TFCP2_T258,1,TFCP2
103491,TFCP2_S309,1,TFCP2
103501,CHD3_S713,1,CHD3
103521,TP53BP1_T1614,1,TP53BP1
103531,TP53BP1_S380,1,TP53BP1
103541,TP53BP1_S1114,1,TP53BP1
103551,TP53BP1_T1638,1,TP53BP1
103561,TP53BP1_T1617,1,TP53BP1
103571,ILF3_T363,1,ILF3
103581,ILF3_T364,1,ILF3
103591,ILF3_T368,1,ILF3
103601,ILF3_S382,1,ILF3
103611,ILF3_S384,1,ILF3
103621,FOXC1_T68,1,FOXC1
103671,REST_S864,1,REST
103681,PPFIA1_S693,1,PPFIA1
103691,EIF2B5_S544,1,EIF2B5
103711,PAK1_S220,1,PAK1
103721,SRSF9_S216,1,SRSF9
103731,SRSF6_S316,1,SRSF6
103751,MTA1_S522,1,MTA1
103761,MTA1_S576,1,MTA1
103771,ITGB3BP_S46,1,ITGB3BP
103781,ITGB3BP_S85,1,ITGB3BP
103791,ITGB3BP_S72,1,ITGB3BP
103801,ITGB3BP_S33,1,ITGB3BP
103841,ORC2_T226,1,ORC2
103851,ORC2_T116,1,ORC2
103861,PPIG_T358,1,PPIG
103881,TCOF1_S582,1,TCOF1
103901,TCOF1_S982,1,TCOF1
103911,NFATC2_S330,1,NFATC2
103921,NFATC2_S99,1,NFATC2
103931,NFATC2_S223,1,NFATC2
103961,PRPF4B_S437,1,PRPF4B
103971,PRPF4B_S569,1,PRPF4B
103981,PRPF4B_S387,1,PRPF4B
103991,PRPF4B_S431,1,PRPF4B
104011,NEUROD1_S259,1,NEUROD1
104031,SNW1_S234,1,SNW1
104041,SNW1_S224,1,SNW1
104051,CUL4B_T31,1,CUL4B
104061,CDK13_S383,1,CDK13
104071,CDK13_S317,1,CDK13
104081,HNRNPD_T193,1,HNRNPD
104091,WRN_S1133,1,WRN
104101,CRMP1_T509,1,CRMP1
104111,CRMP1_T623,1,CRMP1
104121,DPYSL3_T621,1,DPYSL3
104131,DPYSL3_T622,1,DPYSL3
104141,DPYSL3_T623,1,DPYSL3
104151,ZMYM3_T817,1,ZMYM3
104171,NPAT_S775,1,NPAT
104181,NPAT_T1270,1,NPAT
104191,NPAT_T1350,1,NPAT
104201,NPAT_S1100,1,NPAT
104211,NPAT_S779,1,NPAT
104241,CTTN_S418,1,CTTN
104261,RBM39_S136,1,RBM39
104271,MDC1_S1068,1,MDC1
104281,MDC1_T1630,1,MDC1
104291,MDC1_T341,1,MDC1
104311,KIF22_S462,1,KIF22
104331,MEF2D_S180,1,MEF2D
104341,CHD4_S1537,1,CHD4
104351,CHD4_T529,1,CHD4
104361,CHD4_S1535,1,CHD4
104371,CHD4_S531,1,CHD4
104391,NUMA1_T1776,1,NUMA1
104401,ARHGAP19_T478,1,ARHGAP19
104421,NCAPH_T49,1,NCAPH
104431,WTAP_S306,1,WTAP
104441,SETDB1_S1066,1,SETDB1
104451,BRD3_S263,1,BRD3
104461,PLEC_S720,1,PLEC
104471,PCBP1_S190,1,PCBP1
104481,DLGAP5_T344,1,DLGAP5
104491,DLGAP5_T342,1,DLGAP5
104501,RPS6KA1_T359,1,RPS6KA1
104521,TERF2_S365,1,TERF2
104531,SF1_S80,1,SF1
104541,SF1_S82,1,SF1
104551,MED1_T1051,1,MED1
104561,MED1_S1207,1,MED1
104571,MED1_T1215,1,MED1
104591,NCOA1_T1179,1,NCOA1
104601,NCOA1_S569,1,NCOA1
104661,TBCE_S495,1,TBCE
104681,EZH2_T416,1,EZH2
104741,ZYX_T306,1,ZYX
104761,TAL2_S100,1,TAL2
104771,SRSF7_S233,1,SRSF7
104781,SRSF7_S227,1,SRSF7
104791,SRSF7_S192,1,SRSF7
104801,IFI16_S153,1,IFI16
104811,AAK1_T640,1,AAK1
104821,TSR1_T490,1,TSR1
104831,EML3_T881,1,EML3
104841,EML3_S883,1,EML3
104851,ARID4B_T936,1,ARID4B
104861,ARID4B_S943,1,ARID4B
104871,AMOT_S847,1,AMOT
104881,AMOT_T848,1,AMOT
104891,AMOT_S852,1,AMOT
104901,AMOT_S855,1,AMOT
104911,CRTC2_S433,1,CRTC2
104921,PARP10_T101,1,PARP10
104931,AKIRIN2_S21,1,AKIRIN2
104941,AKIRIN2_S18,1,AKIRIN2
104951,TOR1AIP1_S143,1,TOR1AIP1
104961,AARS2_T673,1,AARS2
104971,GJC2_S372,1,GJC2
104981,CAMSAP1_S1080,1,CAMSAP1
104991,CROCC_S763,1,CROCC
105001,CROCC_S1460,1,CROCC
105011,ABLIM2_S294,1,ABLIM2
105031,LARP1_T226,1,LARP1
105041,LARP1_T572,1,LARP1
105051,LARP1_T649,1,LARP1
105061,LARP1_T303,1,LARP1
105071,LARP1_S774,1,LARP1
105081,LARP1_S697,1,LARP1
105091,MTHFD1L_S357,1,MTHFD1L
105111,GIGYF2_S593,1,GIGYF2
105121,GIGYF2_S614,1,GIGYF2
105131,RPS27L_S27,1,RPS27L
105141,SUPT6H_T1523,1,SUPT6H
105151,ZC3HAV1_S378,1,ZC3HAV1
105161,TICRR_T969,1,TICRR
105171,TICRR_S1001,1,TICRR
105181,NUFIP2_T220,1,NUFIP2
105191,NUFIP2_T219,1,NUFIP2
105201,RBBP6_S730,1,RBBP6
105211,RBBP6_S1277,1,RBBP6
105221,USP37_S628,1,USP37
105231,PBRM1_S27,1,PBRM1
105241,PBRM1_S25,1,PBRM1
105251,PBRM1_T28,1,PBRM1
105261,PBRM1_S32,1,PBRM1
105271,TLK2_S99,1,TLK2
105281,RIMS1_S895,1,RIMS1
105291,RIMS1_S999,1,RIMS1
105301,ZC3H18_S795,1,ZC3H18
105311,ZC3H18_T796,1,ZC3H18
105321,ZC3H18_S613,1,ZC3H18
105331,ZC3H18_S618,1,ZC3H18
105341,ZC3HC1_S394,1,ZC3HC1
105361,ANKLE2_S528,1,ANKLE2
105371,DDX42_S751,1,DDX42
105381,GATAD2A_S598,1,GATAD2A
105391,GATAD2A_S600,1,GATAD2A
105401,PHF6_S154,1,PHF6
105411,PHF6_S155,1,PHF6
105421,ARHGAP12_T231,1,ARHGAP12
105431,SIRT2_S331,1,SIRT2
105451,BAP18_S96,1,BAP18
105461,BAP18_S106,1,BAP18
105471,BAP18_S110,1,BAP18
105481,C9orf40_S69,1,C9orf40
105491,C9orf40_S67,1,C9orf40
105501,C9orf40_S71,1,C9orf40
105511,SRRM1_S775,1,SRRM1
105531,SRRM1_S707,1,SRRM1
105541,SRRM1_S696,1,SRRM1
105551,SRRM1_S773,1,SRRM1
105581,MICALL1_T469,1,MICALL1
105591,MICALL1_S470,1,MICALL1
105601,MICALL1_S620,1,MICALL1
105611,MICALL1_S621,1,MICALL1
105621,MICALL1_S471,1,MICALL1
105631,MICALL1_S619,1,MICALL1
105641,MSL3_S400,1,MSL3
105651,INO80E_S154,1,INO80E
105661,BOD1L1_S2905,1,BOD1L1
105671,BOD1L1_S2907,1,BOD1L1
105681,BOD1L1_S2908,1,BOD1L1
105691,BOD1L1_S2909,1,BOD1L1
105701,CEP76_S83,1,CEP76
105711,PPP1R35_S47,1,PPP1R35
105721,PPP1R35_S52,1,PPP1R35
105731,PPP1R35_S45,1,PPP1R35
105741,PUM2_S182,1,PUM2
105751,RAPGEF6_S1494,1,RAPGEF6
105761,NUP133_S27,1,NUP133
105791,BCL7C_T118,1,BCL7C
105801,LMO7_S1026,1,LMO7
105811,LMO7_S988,1,LMO7
105821,LMO7_T1048,1,LMO7
105831,LMO7_S960,1,LMO7
105841,LMO7_S991,1,LMO7
105851,PRPF31_S445,1,PRPF31
105861,PRPF31_S446,1,PRPF31
105871,PRPF31_S450,1,PRPF31
105881,PRPF31_S451,1,PRPF31
105891,PRPF31_T455,1,PRPF31
105901,ATRIP_S224,1,ATRIP
105911,ATRIP_S239,1,ATRIP
105921,ING5_T152,1,ING5
105931,H1FX_S31,1,H1FX
105941,TOPBP1_T848,1,TOPBP1
105961,JADE3_S85,1,JADE3
105971,DHX38_S234,1,DHX38
105981,DHX38_S232,1,DHX38
105991,AKAP1_T533,1,AKAP1
106001,RAD54L_S49,1,RAD54L
106011,RAD54L_T31,1,RAD54L
106021,USP6NL_S585,1,USP6NL
106031,RREB1_S36,1,RREB1
106041,DPF2_T176,1,DPF2
106051,DPF2_T248,1,DPF2
106061,DPF2_S251,1,DPF2
106071,CREBBP_S2063,1,CREBBP
106081,MAP4K1_S368,1,MAP4K1
106091,SMARCC1_S330,1,SMARCC1
106111,UBE2E3_S12,1,UBE2E3
106121,MRTFA_T573,1,MRTFA
106131,SYAP1_T248,1,SYAP1
106141,SH3KBP1_S587,1,SH3KBP1
106151,SLCO4A1_S40,1,SLCO4A1
106171,EFHD2_S76,1,EFHD2
106191,PYCR2_S303,1,PYCR2
106201,PYCR2_T301,1,PYCR2
106211,FAM122A_S143,1,FAM122A
106221,SPDL1_S515,1,SPDL1
106231,SPDL1_S513,1,SPDL1
106241,SIPA1_S67,1,SIPA1
106251,LRCH3_S419,1,LRCH3
106271,NSUN5_S327,1,NSUN5
106281,RBM14_T206,1,RBM14
106291,CIC_S585,1,CIC
106301,CIC_T583,1,CIC
106311,CIC_S1382,1,CIC
106321,SIN3A_S860,1,SIN3A
106331,SIN3A_S1112,1,SIN3A
106341,UHRF1_S661,1,UHRF1
106351,UHRF1_S674,1,UHRF1
106361,CDC5L_S410,1,CDC5L
106371,CDC5L_T411,1,CDC5L
106381,PSMD1_T311,1,PSMD1
106391,EYA3_T268,1,EYA3
106401,EYA3_T269,1,EYA3
106411,EYA3_S271,1,EYA3
106421,EYA3_S266,1,EYA3
106431,PKP4_S1049,1,PKP4
106451,POP1_S730,1,POP1
106461,ELF4_T643,1,ELF4
106471,ELF4_S648,1,ELF4
106481,EIF3C_T524,1,EIF3C
106491,CDX2_S287,1,CDX2
106501,CDX2_S291,1,CDX2
106511,CDX2_S60,1,CDX2
106521,CDX2_S283,1,CDX2
106531,CDX2_S295,1,CDX2
106551,RBBP8_T315,1,RBBP8
106571,SEPT5_S327,1,SEPT5
106621,CDC6_S74,1,CDC6
106631,CDC6_S54,1,CDC6
106641,CDC6_S106,1,CDC6
106661,HNRNPUL1_S716,1,HNRNPUL1
106671,C2orf49_S193,1,C2orf49
106681,C2orf49_T197,1,C2orf49
106691,C2orf49_T198,1,C2orf49
106701,HIRIP3_S125,1,HIRIP3
106711,SRRT_T543,1,SRRT
106721,QTRT1_S139,1,QTRT1
106731,EIF2A_S517,1,EIF2A
106741,EIF2A_T518,1,EIF2A
106751,PPP1R12C_S509,1,PPP1R12C
106761,API5_S464,1,API5
106771,TNKS1BP1_S691,1,TNKS1BP1
106781,TNKS1BP1_S437,1,TNKS1BP1
106791,TNKS1BP1_S435,1,TNKS1BP1
106801,UBE2O_S836,1,UBE2O
106811,TANC1_S1564,1,TANC1
106821,NDEL1_S198,1,NDEL1
106841,XRN2_S448,1,XRN2
106861,ANAPC1_S731,1,ANAPC1
106871,ANAPC1_S202,1,ANAPC1
106881,IRF2BPL_S662,1,IRF2BPL
106891,IRF2BPL_S659,1,IRF2BPL
106911,CDT1_T29,1,CDT1
106921,CDT1_S31,1,CDT1
106931,TSPYL2_T340,1,TSPYL2
106941,TSPYL2_S20,1,TSPYL2
106981,NELFA_T157,1,NELFA
106991,C1orf198_S37,1,C1orf198
107001,EPB41L1_S546,1,EPB41L1
107011,ZHX3_S946,1,ZHX3
107021,SMARCAD1_T54,1,SMARCAD1
107031,PCIF1_S144,1,PCIF1
107041,C6orf106_S215,1,C6orf106
107051,SUDS3_S234,1,SUDS3
107061,SUDS3_S236,1,SUDS3
107071,SUDS3_S237,1,SUDS3
107081,SUDS3_T244,1,SUDS3
107091,GORASP2_T225,1,GORASP2
107101,JPT2_S97,1,JPT2
107111,VIPAS39_S130,1,VIPAS39
107121,VIPAS39_T132,1,VIPAS39
107131,MKNK2_T249,1,MKNK2
107141,MKNK2_T244,1,MKNK2
107151,JPH1_S452,1,JPH1
107161,POLM_S372,1,POLM
107171,DMAP1_T445,1,DMAP1
107181,DMAP1_S448,1,DMAP1
107191,PLCB1_S982,1,PLCB1
107201,EIF4ENIF1_S586,1,EIF4ENIF1
107211,TUBG2_S80,1,TUBG2
107221,TOPORS_S98,1,TOPORS
107231,RAD18_S99,1,RAD18
107241,DIAPH3_T19,1,DIAPH3
107261,PDS5B_S1369,1,PDS5B
107271,SMC4_S22,1,SMC4
107281,NDE1_T228,1,NDE1
107291,TERF2IP_S203,1,TERF2IP
107301,BCLAF1_S153,1,BCLAF1
107311,BCLAF1_S757,1,BCLAF1
107321,BCLAF1_T840,1,BCLAF1
107331,BCLAF1_S531,1,BCLAF1
107341,BCLAF1_S148,1,BCLAF1
107351,BCLAF1_S658,1,BCLAF1
107361,RRN3_S44,1,RRN3
107371,DTL_S428,1,DTL
107381,DTL_T429,1,DTL
107391,MARK1_S403,1,MARK1
107401,SLAIN2_S48,1,SLAIN2
107411,CTTNBP2NL_S563,1,CTTNBP2NL
107421,CHD7_S2471,1,CHD7
107431,CHD7_T2472,1,CHD7
107441,RRBP1_S615,1,RRBP1
107451,RBM27_T796,1,RBM27
107461,RBM27_S798,1,RBM27
107471,PPARGC1A_T263,1,PPARGC1A
107481,PPARGC1A_S266,1,PPARGC1A
107491,HDAC6_S22,1,HDAC6
107501,ZMYM2_S838,1,ZMYM2
107531,TJP2_S266,1,TJP2
107541,TJP2_S174,1,TJP2
107551,TJP2_S296,1,TJP2
107561,DAXX_S671,1,DAXX
107571,ADD3_S423,1,ADD3
107581,ADD3_S681,1,ADD3
107591,LRWD1_S243,1,LRWD1
107601,LRWD1_S245,1,LRWD1
107611,POLL_S167,1,POLL
107621,POLL_T553,1,POLL
107631,POLL_S230,1,POLL
107641,POLL_S177,1,POLL
107651,DDX20_S714,1,DDX20
107661,BAZ2A_S509,1,BAZ2A
107671,BAZ2A_S1183,1,BAZ2A
107681,BAZ2A_S469,1,BAZ2A
107691,BAZ2A_S1184,1,BAZ2A
107701,DBNL_S283,1,DBNL
107711,DBNL_S284,1,DBNL
107721,TLK1_S159,1,TLK1
107731,RALY_S135,1,RALY
107741,FBXO4_S12,1,FBXO4
107751,ZHX1_T568,1,ZHX1
107761,ZMYND8_S490,1,ZMYND8
107771,ZMYND8_S547,1,ZMYND8
107781,CBLC_S40,1,CBLC
107801,NOB1_T121,1,NOB1
107811,FZR1_S40,1,FZR1
107821,FZR1_T121,1,FZR1
107851,BSN_S2810,1,BSN
107861,BSN_S1481,1,BSN
107871,BSN_S1492,1,BSN
107881,MACF1_T7213,1,MACF1
107891,MACF1_T5255,1,MACF1
107901,SRRM2_S2046,1,SRRM2
107911,SRRM2_S2382,1,SRRM2
107921,SRRM2_S2398,1,SRRM2
107931,SRRM2_S2581,1,SRRM2
107941,SRRM2_S2694,1,SRRM2
107951,SRRM2_S351,1,SRRM2
107961,SRRM2_S2272,1,SRRM2
107971,SRRM2_T1880,1,SRRM2
107981,SRRM2_T1962,1,SRRM2
107991,SRRM2_T2092,1,SRRM2
108001,SRRM2_S2071,1,SRRM2
108011,SRRM2_S908,1,SRRM2
108021,SRRM2_T252,1,SRRM2
108031,SRRM2_T367,1,SRRM2
108041,SRRM2_S2426,1,SRRM2
108051,SRRM2_S1083,1,SRRM2
108061,SRRM2_T903,1,SRRM2
108071,SRRM2_S994,1,SRRM2
