,source,interaction,target
85241,ESPL1_S1501,1,ESPL1
85261,PPP2R5D_S75,1,PPP2R5D
85281,GNMT_S10,1,GNMT
85291,LASP1_S99,1,LASP1
85311,MYBPC3_S304,1,MYBPC3
85401,NOLC1_S624,1,NOLC1
85411,NOLC1_S622,1,NOLC1
85421,ARHGEF6_S684,1,ARHGEF6
85431,POLD3_S458,1,POLD3
85441,PLCL1_T246,1,PLCL1
85451,PLEC_S4642,1,PLEC
85461,STK38_S10,1,STK38
85471,STK38_S11,1,STK38
85481,PTPRR_S339,1,PTPRR
85491,PTPRR_S94,1,PTPRR
85501,TRIP10_S296,1,TRIP10
85511,TRIP10_S426,1,TRIP10
85531,MYLK_S1773,1,MYLK
85541,MYLK_S1388,1,MYLK
85581,DDB1_S645,1,DDB1
85611,AANAT_S205,1,AANAT
85631,HIF1A_S809,1,HIF1A
85641,HIF1A_S761,1,HIF1A
85661,HIF1A_T700,1,HIF1A
85671,HIF1A_S727,1,HIF1A
85681,HIF1A_T455,1,HIF1A
85691,HIF1A_S465,1,HIF1A
85701,HIF1A_S760,1,HIF1A
85711,HIF1A_T63,1,HIF1A
85721,CA9_T443,1,CA9
85771,IMMT_S528,1,IMMT
85781,LRRK2_S910,1,LRRK2
85791,LRRK2_S1444,1,LRRK2
85801,ARHGAP17_S702,1,ARHGAP17
85811,JADE1_S8,1,JADE1
85821,SLC8B1_S258,1,SLC8B1
85831,TENT2_S116,1,TENT2
85851,LARP1_T449,1,LARP1
85911,FIP1L1_S289,1,FIP1L1
85921,RASGRP2_S587,1,RASGRP2
85931,TRPM8_S9,1,TRPM8
85941,TRPM8_T17,1,TRPM8
85961,NOXA1_S468,1,NOXA1
85971,NOXA1_S461,1,NOXA1
85981,FAM160B2_S325,1,FAM160B2
85991,KSR1_S888,1,KSR1
86001,KSR1_S751,1,KSR1
86011,MAPKAPK5_S115,1,MAPKAPK5
86021,BRSK2_T306,1,BRSK2
86031,BRSK2_T260,1,BRSK2
86041,TPH2_S19,1,TPH2
86051,TPH2_S104,1,TPH2
86061,SEPT12_S198,1,SEPT12
86071,ULK2_S1027,1,ULK2
86121,CAMKK1_S496,1,CAMKK1
86131,CAMKK1_S52,1,CAMKK1
86141,CAMKK1_S513,1,CAMKK1
86161,PPP1R14C_T73,1,PPP1R14C
86191,PREX1_S436,1,PREX1
86281,PPP1R1C_T34,1,PPP1R1C
86291,PPP1R1C_T41,1,PPP1R1C
86301,TTN_S4185,1,TTN
86311,TTN_S4502,1,TTN
86361,SYN2_S10,1,SYN2
86381,GPKOW_T316,1,GPKOW
86391,GPKOW_S27,1,GPKOW
86481,STMN2_S97,1,STMN2
86501,PPP1R14A_S130,1,PPP1R14A
86511,CDCA7L_S139,1,CDCA7L
86521,CDCA7L_T248,1,CDCA7L
86531,CDCA7L_S261,1,CDCA7L
86541,CDCA7L_T360,1,CDCA7L
86551,NLRP3_S295,1,NLRP3
86561,RCHY1_S257,1,RCHY1
86601,CAMKK2_S495,1,CAMKK2
86621,CAMKK2_S100,1,CAMKK2
86631,PPP1R9B_S100,1,PPP1R9B
86651,UHRF1_S298,1,UHRF1
86711,AKAP9_S43,1,AKAP9
86721,C2orf88_S66,1,C2orf88
86741,MCOLN1_S557,1,MCOLN1
86751,MCOLN1_S559,1,MCOLN1
86761,AICDA_T27,1,AICDA
86771,AICDA_S38,1,AICDA
86781,SIK2_S358,1,SIK2
86791,KCNN2_S568,1,KCNN2
86801,KCNN2_S464,1,KCNN2
86811,KCNN2_S569,1,KCNN2
86821,KCNN2_S567,1,KCNN2
86831,KCNN2_S135,1,KCNN2
86851,MAP1LC3A_S12,1,MAP1LC3A
86881,APOBEC3G_T218,1,APOBEC3G
86891,APOBEC3G_T32,1,APOBEC3G
86901,PDE11A_S162,1,PDE11A
86911,PDE11A_S117,1,PDE11A
86921,MLXIPL_T653,1,MLXIPL
86931,MLXIPL_S196,1,MLXIPL
86941,MLXIPL_T651,1,MLXIPL
86951,DYNLRB1_S73,1,DYNLRB1
86961,KCNK9_S373,1,KCNK9
86971,TRPV5_T708,1,TRPV5
86981,EIF4ENIF1_S213,1,EIF4ENIF1
87011,EIF4ENIF1_S951,1,EIF4ENIF1
87021,DUOX1_S1217,1,DUOX1
87031,DUOX1_S955,1,DUOX1
87061,RGS18_S216,1,RGS18
87071,CHCHD3_T11,1,CHCHD3
87091,NDE1_S306,1,NDE1
87101,NDE1_T131,1,NDE1
87111,DACT1_S237,1,DACT1
87121,DACT1_S827,1,DACT1
87131,KCND2_S552,1,KCND2
87141,KCND2_T38,1,KCND2
87151,PKD2L1_S686,1,PKD2L1
87161,PKD2L1_S685,1,PKD2L1
87171,PKD2L1_S682,1,PKD2L1
87181,STK26_T178,1,STK26
87201,DAXX_S97,1,DAXX
87211,DAXX_S688,1,DAXX
87271,EVL_S160,1,EVL
87281,ATP5IF1_S39,1,ATP5IF1
87291,HSPB8_S57,1,HSPB8
87301,APPL1_S410,1,APPL1
87331,PPP1R9A_S460,1,PPP1R9A
87341,SUFU_S346,1,SUFU
87361,STUB1_S122,1,STUB1
87371,TTF2_S396,1,TTF2
87381,TTF2_T500,1,TTF2
87391,HDAC5_S280,1,HDAC5
87401,HDAC5_S279,1,HDAC5
87421,PDE10A_T15,1,PDE10A
87431,PDE10A_T16,1,PDE10A
87441,CHKB_S40,1,CHKB
87451,CHKB_S39,1,CHKB
87461,USP20_S333,1,USP20
87471,KDM3A_S265,1,KDM3A
87491,CACNG2_T321,1,CACNG2
87501,ARFGEF1_S883,1,ARFGEF1
87531,SLC4A4_S982,1,SLC4A4
87781,KDR_Y1059,1,KDR
87791,KDR_Y1054,1,KDR
87801,KDR_Y1214,1,KDR
87851,FLT1_Y1327,1,FLT1
87861,FLT1_Y1333,1,FLT1
87871,FLT1_Y1213,1,FLT1
88041,ROS1_Y2115,1,ROS1
88051,ROS1_Y2110,1,ROS1
88061,ROS1_Y2114,1,ROS1
8825,EPHA3_Y779,1,EPHA3
88351,MAPK15_Y177,1,MAPK15
88511,EIF2S1_S49,1,EIF2S1
88531,CDK1_Y4,1,CDK1
88601,EIF2AK2_T446,1,EIF2AK2
88621,EIF2AK2_S83,1,EIF2AK2
88661,EIF2AK2_T255,1,EIF2AK2
88671,EIF2AK2_Y293,1,EIF2AK2
88681,EIF2AK2_Y101,1,EIF2AK2
88691,EIF2AK2_Y162,1,EIF2AK2
88721,NFKBIA_T90,1,NFKBIA
88731,PLK1_S387,1,PLK1
88741,PRKCD_S130,1,PRKCD
88751,PRKCD_T295,1,PRKCD
88771,EIF2A_S51,1,EIF2A
88781,NOP56_S513,1,NOP56
88791,CHD1_S216,1,CHD1
88801,CHD1_S215,1,CHD1
88831,CASQ2_S385,1,CASQ2
88841,RNF113A_S253,1,RNF113A
88851,SART1_S596,1,SART1
88861,AKAP8_S328,1,AKAP8
88871,KIF1C_S1092,1,KIF1C
88881,DHX16_S103,1,DHX16
88891,VAMP4_S30,1,VAMP4
88901,TRIO_T1486,1,TRIO
88911,KDM4B_S566,1,KDM4B
88921,ZRANB2_S120,1,ZRANB2
88941,ZRANB2_S153,1,ZRANB2
88951,MAP4K4_S805,1,MAP4K4
88961,EGFR_S1190,1,EGFR
88971,C1R_S206,1,C1R
88981,CST4_S23,1,CST4
88991,MYC_T73,1,MYC
89001,TNF_S2,1,TNF
89011,STATH_S21,1,STATH
89031,VTN_T69,1,VTN
89041,VTN_T76,1,VTN
89051,MYCN_S261,1,MYCN
89061,MYCN_S263,1,MYCN
89081,TYMS_S124,1,TYMS
89091,RPLP1_S101,1,RPLP1
89101,RPLP1_S104,1,RPLP1
89111,RPLP2_S105,1,RPLP2
89121,RPLP0_S304,1,RPLP0
89131,JUN_S249,1,JUN
89171,JUN_T231,1,JUN
89181,SSB_S366,1,SSB
89191,CD5_S482,1,CD5
89201,CD5_S483,1,CD5
89211,CD5_S485,1,CD5
89221,PGR_S81,1,PGR
89231,PTMA_T14,1,PTMA
89241,PTMA_T8,1,PTMA
89251,PTMA_T13,1,PTMA
89261,CDK1_S39,1,CDK1
89271,GPI_S185,1,GPI
89281,GPI_S196,1,GPI
89291,NEFL_S472,1,NEFL
89311,HSP90AA1_S263,1,HSP90AA1
89321,HSP90AA1_S231,1,HSP90AA1
89331,HSP90AA1_S353,1,HSP90AA1
89341,HSP90AA1_S385,1,HSP90AA1
89351,HNRNPC_S247,1,HNRNPC
89361,HNRNPC_S260,1,HNRNPC
89371,SP1_T579,1,SP1
89381,ZFY_S270,1,ZFY
89391,HSP90AB1_S226,1,HSP90AB1
89401,HSP90AB1_S255,1,HSP90AB1
89411,PTPRC_S954,1,PTPRC
89421,PTPRC_S1004,1,PTPRC
89431,PTPRC_S1005,1,PTPRC
89441,PTPRC_S955,1,PTPRC
89461,PTPRC_S1001,1,PTPRC
89471,PTPRC_S1002,1,PTPRC
89481,PTPRC_S842,1,PTPRC
89511,CLTB_S11,1,CLTB
89521,CLTB_S13,1,CLTB
89531,HOXB7_T204,1,HOXB7
89551,CALM2_T80,1,CALM2
89561,CALM2_S102,1,CALM2
89571,MYB_S11,1,MYB
89581,MYB_S12,1,MYB
89601,CHGA_S333,1,CHGA
89611,CHGA_S322,1,CHGA
89621,THRA_S12,1,THRA
89631,EGR2_S266,1,EGR2
89641,TOP2A_S1377,1,TOP2A
89671,VDR_S258,1,VDR
89681,VDR_S208,1,VDR
89691,MS4A1_S289,1,MS4A1
89711,MS4A1_T250,1,MS4A1
89721,F5_S692,1,F5
89741,CDH1_S851,1,CDH1
89751,MYF5_S133,1,MYF5
89761,MYF5_S49,1,MYF5
89771,GYS1_S656,1,GYS1
89781,NCF1_S208,1,NCF1
89791,NCF1_S283,1,NCF1
89811,ZFX_S274,1,ZFX
89821,HMGA1_S92,1,HMGA1
89831,HMGA1_S91,1,HMGA1
89841,HMGA1_S102,1,HMGA1
89851,HMGA1_S88,1,HMGA1
89861,HMGA1_S99,1,HMGA1
89871,HMGA1_S103,1,HMGA1
89881,IFNAR1_S495,1,IFNAR1
89891,GAP43_S203,1,GAP43
89901,LGALS3_S12,1,LGALS3
89911,LGALS3_S6,1,LGALS3
89921,IGFBP3_S140,1,IGFBP3
89931,IGFBP3_S146,1,IGFBP3
89941,IGFBP3_S144,1,IGFBP3
89951,IGFBP3_S138,1,IGFBP3
89971,PTPN1_S352,1,PTPN1
89991,EGR1_S378,1,EGR1
90001,ATF1_S36,1,ATF1
90021,LIG1_S913,1,LIG1
90051,LIG1_T195,1,LIG1
90081,XRCC1_S518,1,XRCC1
90091,XRCC1_S485,1,XRCC1
90101,XRCC1_T523,1,XRCC1
90111,XRCC1_T519,1,XRCC1
90121,EIF2S2_S2,1,EIF2S2
90131,SAT1_T10,1,SAT1
90141,SAT1_S146,1,SAT1
90151,SAT1_S149,1,SAT1
90161,OSBP_S190,1,OSBP
90181,EIF4B_S597,1,EIF4B
90191,EEF1B2_S106,1,EEF1B2
90201,EEF1B2_S112,1,EEF1B2
90211,PSMA3_S236,1,PSMA3
90221,PSMA3_S243,1,PSMA3
90231,PSMA3_S250,1,PSMA3
90261,NFKBIA_S283,1,NFKBIA
90271,NFKBIA_T291,1,NFKBIA
90281,MAPK3_T202,1,MAPK3
90291,APEX1_S290,1,APEX1
90301,CANX_S554,1,CANX
90311,CANX_S564,1,CANX
90321,PIK3R1_S608,1,PIK3R1
90331,ERCC5_S356,1,ERCC5
90341,ERCC5_S357,1,ERCC5
90351,ERCC5_S563,1,ERCC5
90361,ERCC5_S355,1,ERCC5
90371,CDC25B_S173,1,CDC25B
90381,CDC25B_S186,1,CDC25B
90401,CDC25B_S172,1,CDC25B
90411,L1CAM_S1181,1,L1CAM
90421,ARRB2_T382,1,ARRB2
90431,ARRB2_T403,1,ARRB2
90441,CTNNB1_T112,1,CTNNB1
90451,CTNNB1_T102,1,CTNNB1
90461,CTNNB1_T393,1,CTNNB1
90471,CTNNB1_S29,1,CTNNB1
90481,RFC1_S108,1,RFC1
90501,ADD1_S586,1,ADD1
90521,DDIT3_S38,1,DDIT3
90531,DDIT3_S15,1,DDIT3
90541,DDIT3_S54,1,DDIT3
90551,DDIT3_S37,1,DDIT3
90561,DDIT3_S30,1,DDIT3
90571,DDIT3_S14,1,DDIT3
90581,DDIT3_S31,1,DDIT3
90591,DDIT3_S53,1,DDIT3
90601,SNCA_S129,1,SNCA
90611,ANP32A_S204,1,ANP32A
90621,ANP32A_S158,1,ANP32A
90631,EIF2D_S199,1,EIF2D
90641,PPP1R2_S122,1,PPP1R2
90651,PPP1R2_S121,1,PPP1R2
90671,EPS15_S562,1,EPS15
90681,WAS_S484,1,WAS
90691,WAS_S483,1,WAS
90701,RPS10_S146,1,RPS10
90711,UTRN_S825,1,UTRN
90721,CDC34_S203,1,CDC34
90731,CDC34_S222,1,CDC34
90741,CDC34_S236,1,CDC34
90751,CDC34_S231,1,CDC34
90761,CDC34_T233,1,CDC34
90771,MCM2_T106,1,MCM2
90791,RGS19_S151,1,RGS19
90811,PSEN2_S335,1,PSEN2
90831,PSEN2_S334,1,PSEN2
90841,PSEN2_S7,1,PSEN2
90851,PSEN2_S9,1,PSEN2
90861,MRE11_S688,1,MRE11
90871,CAV2_S36,1,CAV2
90881,CAV2_S23,1,CAV2
90891,XK_S383,1,XK
90901,HDGF_S133,1,HDGF
90911,HDGF_S132,1,HDGF
90921,CCNH_T315,1,CCNH
90931,GTF2A1_S321,1,GTF2A1
90941,GTF2A1_S281,1,GTF2A1
90951,GTF2A1_S280,1,GTF2A1
90961,GTF2A1_S241,1,GTF2A1
90971,GTF2A1_S282,1,GTF2A1
90981,GTF2A1_S316,1,GTF2A1
90991,GTF2A1_S242,1,GTF2A1
91001,GTF2A1_S277,1,GTF2A1
91011,MSH6_S252,1,MSH6
91021,MSH6_S256,1,MSH6
91031,SUB1_S11,1,SUB1
91041,SUB1_S13,1,SUB1
91051,SUB1_S15,1,SUB1
91061,SUB1_S17,1,SUB1
91071,SUB1_S19,1,SUB1
91091,MFAP1_S132,1,MFAP1
91111,MFAP1_S133,1,MFAP1
91121,AQP4_S316,1,AQP4
91131,AQP4_S263,1,AQP4
91141,AQP4_S254,1,AQP4
91151,AQP4_S285,1,AQP4
91161,AQP4_S294,1,AQP4
91181,BID_S110,1,BID
91191,BID_T59,1,BID
91201,BID_S64,1,BID
91211,BID_T105,1,BID
91221,PTEN_T366,1,PTEN
91231,PTEN_S370,1,PTEN
91241,PTEN_S385,1,PTEN
91251,POLR2F_S2,1,POLR2F
91261,MAX_S11,1,MAX
91271,MAX_S2,1,MAX
91281,HNRNPK_S353,1,HNRNPK
91291,CSNK2B_S2,1,CSNK2B
91301,CSNK2B_S3,1,CSNK2B
91311,ERH_S24,1,ERH
91321,ERH_T18,1,ERH
91331,RBM10_S736,1,RBM10
91341,RBM10_S738,1,RBM10
91351,RBM10_S737,1,RBM10
91361,RBM10_S735,1,RBM10
91371,HDLBP_S31,1,HDLBP
91381,HSF1_T142,1,HSF1
91391,SET_S9,1,SET
91401,XPC_S883,1,XPC
91411,SPIB_S37,1,SPIB
91421,SPIB_S129,1,SPIB
91431,SPIB_S146,1,SPIB
91441,SPIB_S144,1,SPIB
91461,CREM_T63,1,CREM
91471,CAV1_S88,1,CAV1
91481,RELA_S529,1,RELA
91491,SLC18A2_S511,1,SLC18A2
91501,SLC18A2_S513,1,SLC18A2
91511,MEF2C_S59,1,MEF2C
91531,PPP1R8_S62,1,PPP1R8
91551,PPP1R8_T19,1,PPP1R8
91571,STK4_S320,1,STK4
91581,ACACA_S66,1,ACACA
91591,ACACA_S29,1,ACACA
91601,ACACA_S25,1,ACACA
91611,EIF2B5_S718,1,EIF2B5
91621,EIF2B5_S717,1,EIF2B5
91631,CBX3_S95,1,CBX3
91641,NMI_S16,1,NMI
91661,AP3B2_S272,1,AP3B2
91671,XRCC4_S327,1,XRCC4
91681,PPIG_S257,1,PPIG
91691,PPIG_S259,1,PPIG
91701,EIF4EBP1_S112,1,EIF4EBP1
91711,HDAC1_S423,1,HDAC1
91721,HDAC1_S421,1,HDAC1
91731,IL16_S42,1,IL16
91741,IL16_S743,1,IL16
91751,SAFB2_S207,1,SAFB2
91761,SAFB2_S109,1,SAFB2
91771,ARHGEF7_S516,1,ARHGEF7
91781,SLBP_T61,1,SLBP
91791,HLTF_S398,1,HLTF
91811,LTB4R_T308,1,LTB4R
91821,VPS72_S41,1,VPS72
91831,VPS72_S51,1,VPS72
91841,VPS72_S59,1,VPS72
91851,VPS72_S71,1,VPS72
91861,CDC37_S13,1,CDC37
91871,STX1A_S14,1,STX1A
91881,OCLN_T404,1,OCLN
91891,OCLN_S408,1,OCLN
91911,TJAP1_S300,1,TJAP1
91921,RRP12_S1080,1,RRP12
91931,TAF2_S1198,1,TAF2
91941,CTR9_S943,1,CTR9
91951,CTR9_S1147,1,CTR9
91961,CTR9_T925,1,CTR9
91971,CTR9_S1059,1,CTR9
91981,CTR9_S1156,1,CTR9
91991,CTR9_S1138,1,CTR9
92001,CTR9_S1043,1,CTR9
92011,UNC5D_T210,1,UNC5D
92021,PACS1_S278,1,PACS1
92031,UBE2R2_S233,1,UBE2R2
92041,DDX46_S804,1,DDX46
92051,PHLDB2_S489,1,PHLDB2
92061,CAMKK1_S82,1,CAMKK1
92071,LMO7_S867,1,LMO7
92081,SLC39A7_S276,1,SLC39A7
92091,SLC39A7_S275,1,SLC39A7
92101,HSPH1_S509,1,HSPH1
92111,HDAC2_S422,1,HDAC2
92121,HDAC2_S394,1,HDAC2
92131,HDAC2_S424,1,HDAC2
92151,PINX1_T164,1,PINX1
92161,MCRS1_S282,1,MCRS1
92171,SRPK1_S51,1,SRPK1
92181,SRPK1_S555,1,SRPK1
92191,SIN3A_S832,1,SIN3A
92201,SCAF11_S90,1,SCAF11
92211,EIF3C_S39,1,EIF3C
92221,EIF3C_S166,1,EIF3C
92241,NKX3-1_T93,1,NKX3-1
92251,DIDO1_S809,1,DIDO1
92261,TMX1_S247,1,TMX1
92271,CAAP1_S312,1,CAAP1
92281,TCF7L2_S58,1,TCF7L2
92291,TCF7L2_S59,1,TCF7L2
92301,TCF7L2_S60,1,TCF7L2
92311,RTN4_S836,1,RTN4
92321,ARHGAP35_S1134,1,ARHGAP35
92331,MDN1_S4538,1,MDN1
92341,MDN1_T4898,1,MDN1
92351,DPP3_T425,1,DPP3
92361,CABP1_S180,1,CABP1
92371,CABP1_S120,1,CABP1
92381,RERE_S656,1,RERE
92391,TFIP11_S210,1,TFIP11
92401,RNF7_T10,1,RNF7
92411,PPP1R1B_S9,1,PPP1R1B
92421,PPP1R1B_S66,1,PPP1R1B
92431,PPP1R1B_S45,1,PPP1R1B
92441,PPP1R1B_S102,1,PPP1R1B
92461,BAZ1B_S708,1,BAZ1B
92471,BAZ1B_S705,1,BAZ1B
92491,ZHX1_S47,1,ZHX1
92501,ZHX1_S48,1,ZHX1
92511,ZHX1_S639,1,ZHX1
92521,ZHX1_S640,1,ZHX1
92531,GTF2A1L_S356,1,GTF2A1L
92541,GTF2A1L_S418,1,GTF2A1L
92551,GTF2A1L_S357,1,GTF2A1L
92561,GTF2A1L_S423,1,GTF2A1L
92591,SMC3_S1067,1,SMC3
92601,PIN4_S44,1,PIN4
92611,TRRAP_S2034,1,TRRAP
92621,CTDP1_S740,1,CTDP1
92631,CTDP1_S575,1,CTDP1
92641,PAXBP1_S558,1,PAXBP1
92651,PAXBP1_S557,1,PAXBP1
92661,PCLO_S3733,1,PCLO
92751,BTG1_T158,1,BTG1
92781,CBL_S667,1,CBL
92791,CBL_S669,1,CBL
92801,EIF3F_T119,1,EIF3F
92811,EIF3F_S46,1,EIF3F
92821,TP53_T55,1,TP53
92911,TAF7_S264,1,TAF7
92921,EPHB2_Y596,1,EPHB2
92941,EPHB1_Y928,1,EPHB1
92951,PKM_Y390,1,PKM
92961,TCF3_Y382,1,TCF3
93011,FGFR2_Y770,1,FGFR2
93031,CBL_Y455,1,CBL
93061,CRK_Y136,1,CRK
93111,CTTN_Y416,1,CTTN
93151,TWF1_Y309,1,TWF1
93181,KCNN4_H358,1,KCNN4
93191,NME2_H118,1,NME2
93201,NME2_S44,1,NME2
93211,NME2_S159,1,NME2
93221,NME2_H233,1,NME2
93231,HCLS1_Y103,1,HCLS1
93241,HCLS1_Y140,1,HCLS1
93291,FGFR4_Y754,1,FGFR4
93301,FGFR4_Y642,1,FGFR4
93311,FGFR4_Y643,1,FGFR4
93321,FGFR4_Y714,1,FGFR4
93361,MAPK8_Y259,1,MAPK8
93381,BMX_Y216,1,BMX
93421,PPP1R13L_Y109,1,PPP1R13L
93471,FGFR3_Y648,1,FGFR3
93481,FGFR3_Y770,1,FGFR3
93501,FGFR3_Y724,1,FGFR3
93511,FGFR3_Y760,1,FGFR3
93521,FGFR3_Y577,1,FGFR3
93531,FGFR3_Y465,1,FGFR3
93541,FGFR3_Y535,1,FGFR3
93551,FGFR3_Y536,1,FGFR3
93561,FGFR3_Y612,1,FGFR3
93571,FGFR3_Y579,1,FGFR3
93581,FGFR3_Y762,1,FGFR3
93591,FGFR3_Y772,1,FGFR3
93601,FGFR3_Y649,1,FGFR3
93611,FGFR3_Y650,1,FGFR3
93621,FGFR3_Y726,1,FGFR3
93631,FGFR3_Y658,1,FGFR3
93771,MYLK_S815,1,MYLK
93851,BCKDK_S31,1,BCKDK
93861,PER2_S662,1,PER2
93871,DCLK1_S305,1,DCLK1
93891,SPAG9_S733,1,SPAG9
93901,MITF_S401,1,MITF
93911,TRIM3_S7,1,TRIM3
93921,SNRNP200_S756,1,SNRNP200
93951,CST4_S132,1,CST4
93991,ADRB2_S411,1,ADRB2
94011,VIM_S65,1,VIM
94031,KRT19_S46,1,KRT19
94041,QDPR_S223,1,QDPR
94101,NPR1_S538,1,NPR1
94151,CXCR2_S352,1,CXCR2
94161,ZFP36_S52,1,ZFP36
94171,HTR2C_S456,1,HTR2C
94211,CTNNA1_S655,1,CTNNA1
94221,GTF2F1_S385,1,GTF2F1
94231,PLA2G4A_S729,1,PLA2G4A
94271,AFDN_S1090,1,AFDN
94281,AFDN_S1184,1,AFDN
94291,LYZ_S42,1,LYZ
94321,GTF2I_S517,1,GTF2I
94341,CDC42EP1_S121,1,CDC42EP1
94351,SPTBN1_S1918,1,SPTBN1
94361,PRKCE_S729,1,PRKCE
94371,LIPE_S565,1,LIPE
94381,LIPE_S400,1,LIPE
94391,LIPE_S552,1,LIPE
94431,RBL2_S972,1,RBL2
94451,TIAM1_S231,1,TIAM1
94471,GRIN2B_S1166,1,GRIN2B
94481,GRIN2B_S383,1,GRIN2B
94501,XRCC4_S193,1,XRCC4
94511,PPIG_S356,1,PPIG
94531,PRPF4B_S366,1,PRPF4B
94541,CAMK2G_S333,1,CAMK2G
94551,CACNA1C_S1627,1,CACNA1C
94561,DHX8_S557,1,DHX8
94611,RPS6KA1_S732,1,RPS6KA1
94631,CTR9_S1037,1,CTR9
94651,SRRM1_S802,1,SRRM1
94661,SRRM1_S429,1,SRRM1
94681,ABCF1_S105,1,ABCF1
94691,USP32_S539,1,USP32
94701,TBC1D5_S44,1,TBC1D5
94711,TBC1D5_S43,1,TBC1D5
94791,NEU1_S244,1,NEU1
94801,WDR33_S1218,1,WDR33
94811,ANAPC1_S569,1,ANAPC1
94821,AGO4_S798,1,AGO4
94841,ZNF224_S161,1,ZNF224
94851,TRAPPC8_S273,1,TRAPPC8
94861,THRAP3_S237,1,THRAP3
94871,PRKAB1_S24,1,PRKAB1
94881,EEF2K_S71,1,EEF2K
94901,EEF2K_S377,1,EEF2K
94911,PDPK1_S267,1,PDPK1
94921,PDPK1_S394,1,PDPK1
94941,PIP5K1C_T553,1,PIP5K1C
94951,PIP5K1C_S555,1,PIP5K1C
95011,HSPB1_S15,1,HSPB1
95021,GLI1_S84,1,GLI1
95241,IRS1_S636,1,IRS1
95261,IRS1_S616,1,IRS1
95281,IRS1_S639,1,IRS1
95291,MTOR_T2444,1,MTOR
95311,MTOR_S2448,1,MTOR
95331,MRE11_T597,1,MRE11
95361,NCBP2_S13,1,NCBP2
95371,NCBP2_S130,1,NCBP2
95471,HSF1_S230,1,HSF1
95521,FMR1_S500,1,FMR1
95531,NCBP1_T21,1,NCBP1
95541,NCBP1_S7,1,NCBP1
95551,NCBP1_S22,1,NCBP1
95701,RPS6KA2_S377,1,RPS6KA2
95711,RPS6KA1_S380,1,RPS6KA1
95721,TARBP2_S283,1,TARBP2
95741,LTC4S_S36,1,LTC4S
95751,PDCD4_S67,1,PDCD4
95841,TRIB2_S83,1,TRIB2
95861,CDCA7L_S207,1,CDCA7L
95911,POLDIP3_S385,1,POLDIP3
95921,POLDIP3_S383,1,POLDIP3
95931,BACH2_S521,1,BACH2
95941,TP63_S477,1,TP63
95951,TP63_T491,1,TP63
95961,TP63_S560,1,TP63
95991,NDRG2_S350,1,NDRG2
96011,IL2RB_Y364,1,IL2RB
96071,IFNAR1_Y466,1,IFNAR1
96201,IL6ST_Y905,1,IL6ST
96211,IL6ST_Y814,1,IL6ST
96221,IL6ST_Y759,1,IL6ST
96241,IL6ST_Y767,1,IL6ST
96251,IL6ST_Y915,1,IL6ST
96301,RACK1_Y194,1,RACK1
96311,IL9R_Y407,1,IL9R
96341,IL10RA_Y446,1,IL10RA
96351,IL10RA_Y496,1,IL10RA
96361,SIRT1_Y301,1,SIRT1
96371,SIRT1_Y280,1,SIRT1
96411,SNX8_Y95,1,SNX8
96421,SNX8_Y126,1,SNX8
96541,MAPK1_T185,1,MAPK1
96571,DOK2_Y139,1,DOK2
96611,ABL1_Y413,1,ABL1
96651,ITGB1_Y783,1,ITGB1
96691,KIT_Y730,1,KIT
96741,VCL_Y822,1,VCL
96871,BMX_Y40,1,BMX
96891,LIMK1_Y507,1,LIMK1
96981,BLNK_Y84,1,BLNK
96991,ADD2_Y568,1,ADD2
97041,EPHA2_Y772,1,EPHA2
97051,EPHA2_Y575,1,EPHA2
97061,EPHA2_Y588,1,EPHA2
97071,EPHA2_Y960,1,EPHA2
9719,GSTP1_S43,1,GSTP1
97201,PRKCH_S28,1,PRKCH
97211,PRKCH_S32,1,PRKCH
97221,PRKCH_S675,1,PRKCH
97231,PRKCH_T656,1,PRKCH
97321,CTTN_S389,1,CTTN
97351,PRKD1_S549,1,PRKD1
97391,CABLES1_S48,1,CABLES1
97401,CABLES1_S313,1,CABLES1
97411,FAM168B_T57,1,FAM168B
97421,SGK1_S78,1,SGK1
97431,SUPT5H_T775,1,SUPT5H
97441,SUPT5H_T791,1,SUPT5H
97481,BIN1_S304,1,BIN1
97491,BCL9_T315,1,BCL9
97501,BCL9_S687,1,BCL9
97521,DLGAP1_S134,1,DLGAP1
97531,ARID1A_S1755,1,ARID1A
97541,ARID1A_S1322,1,ARID1A
97551,ARID1A_S1320,1,ARID1A
97561,ARID1A_S772,1,ARID1A
97571,ARID1A_S363,1,ARID1A
97581,ARID1A_S696,1,ARID1A
97591,ABLIM1_S431,1,ABLIM1
97601,KMT2D_T5374,1,KMT2D
97631,ZNF609_T722,1,ZNF609
97641,DCLK1_S307,1,DCLK1
97651,ATXN7_S840,1,ATXN7
97681,STX7_T78,1,STX7
97691,DYNC1LI2_S194,1,DYNC1LI2
97701,SART1_T392,1,SART1
97711,CCP110_S366,1,CCP110
97721,CCP110_S45,1,CCP110
97731,CCP110_S516,1,CCP110
97741,CCP110_S372,1,CCP110
97751,CCP110_S170,1,CCP110
97761,CCP110_T194,1,CCP110
97771,CCP110_S400,1,CCP110
97781,CCP110_T566,1,CCP110
97791,PRPF3_T167,1,PRPF3
97801,TPD52L2_S206,1,TPD52L2
97821,BCL2L11_T116,1,BCL2L11
97831,BCL2L11_S58,1,BCL2L11
97841,BCL2L11_S73,1,BCL2L11
97871,NCK2_T92,1,NCK2
